鉴锅,Circuit,WD 辆幅,WD Page,Cable Type,From Deck,From Room,From Equipment,To Deck,To Room,To Equipment,Main-SubSystem,辨捞,啊蹿荐,醚辨捞,From Node,From Length,To Node,To Length,POR Area,SET Area,SET DECK,SET Block,SET Node,S-From Length,S-ToLength,雷咯POR,雷咯傈侩樊,Cut_div,GroupCircuit,CASING荤鞭,Drum Ser,Drum Seq,Deck PATH,Block PATH,Node PATH,RMK1,RMK2,CUT_NOD,POR_DIV,窜困吝樊,Upper_blk,Stage,DP,From厘厚Tag,To厘厚Tag,CheckNode,辨捞Node
3113,P-C1-1Z2,PWIR,87,HTY150,AU,,CARGO MCC (PANEL A),CM,,NO.3 CARGO COMPRESSOR STBD (MK-2300),/,77,1,77,AUFP2161,3.5,CMFS2030,2.4,U,O,D11P0,CM_AU,OUFP0703,47.7,28.5,,0,C,,,ECU0,BU,AU(17.08) OU(30.58) CM(28.52),H11P0(17.08) D11P0(30.58) G23A0(28.52),AUFP2161 AUFP2318 AUFP2162 AUFP2163 AUFP2319 AUFP2164 AUFP2165 AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2333 AUFP2902 AUFP2902 OUFP0070 OUFP0053 OUFP0703 CMFP2102 CMFP2101 CMFP2099 CMFP2085 CMFP2084 CMFP2083 CMFS2029 CMFS2033 CMFS2031 CMFS2030  ,,,C12,惯青,6.190,,P,D11P0P54B103,B07151MCC_A,B07109MK2300,,       F-(    3.5)-AUFP2161-(     10)-AUFP2318-(  10.34)-AUFP2162-(   11.1)-AUFP2163-(  11.28)-AUFP2319-(   11.4)-AUFP2164-(  11.42)-AUFP2165-(  11.72)-AUFP2166-(  12.16)-AUFP2167-(  12.24)-AUFP2168-(   12.3)-AUFP2169-(  12.86)-AUFP2170-(  13.02)-AUFP2171-(  13.58)-AUFP2333-(  17.08)-AUFP2902-(  17.38)-OUFP0070-(  27.71)-OUFP0053-(  47.66)-OUFP0703-(  47.86)-CMFP2102-(  48.39)-CMFP2101-(   49.5)-CMFP2099-(   55.5)-CMFP2085-(   57.1)-CMFP2084-(  58.99)-CMFP2083-(  62.35)-CMFS2029-(  67.52)-CMFS2033-(  69.98)-CMFS2031-(  73.78)-CMFS2030-(  76.18)-T       
3114,P-C1-1Z3,PWIR,87,HTY150,AU,,CARGO MCC (PANEL A),CM,,NO.3 CARGO COMPRESSOR STBD (MK-2300),/,77,1,77,AUFP2161,3.5,CMFS2030,2.4,U,O,D11P0,CM_AU,OUFP0703,47.7,28.5,,0,C,,,ECU0,BU,AU(17.08) OU(30.58) CM(28.52),H11P0(17.08) D11P0(30.58) G23A0(28.52),AUFP2161 AUFP2318 AUFP2162 AUFP2163 AUFP2319 AUFP2164 AUFP2165 AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2333 AUFP2902 AUFP2902 OUFP0070 OUFP0053 OUFP0703 CMFP2102 CMFP2101 CMFP2099 CMFP2085 CMFP2084 CMFP2083 CMFS2029 CMFS2033 CMFS2031 CMFS2030  ,,,C12,惯青,6.190,,P,D11P0P54B103,B07151MCC_A,B07109MK2300,,       F-(    3.5)-AUFP2161-(     10)-AUFP2318-(  10.34)-AUFP2162-(   11.1)-AUFP2163-(  11.28)-AUFP2319-(   11.4)-AUFP2164-(  11.42)-AUFP2165-(  11.72)-AUFP2166-(  12.16)-AUFP2167-(  12.24)-AUFP2168-(   12.3)-AUFP2169-(  12.86)-AUFP2170-(  13.02)-AUFP2171-(  13.58)-AUFP2333-(  17.08)-AUFP2902-(  17.38)-OUFP0070-(  27.71)-OUFP0053-(  47.66)-OUFP0703-(  47.86)-CMFP2102-(  48.39)-CMFP2101-(   49.5)-CMFP2099-(   55.5)-CMFP2085-(   57.1)-CMFP2084-(  58.99)-CMFP2083-(  62.35)-CMFS2029-(  67.52)-CMFS2033-(  69.98)-CMFS2031-(  73.78)-CMFS2030-(  76.18)-T       
3115,P-C1-1Z4,PWIR,87,HTY150,AU,,CARGO MCC (PANEL A),CM,,NO.3 CARGO COMPRESSOR STBD (MK-2300),/,77,1,77,AUFP2161,3.5,CMFS2030,2.4,U,O,D11P0,CM_AU,OUFP0703,47.7,28.5,,0,C,,,ECU0,BU,AU(17.08) OU(30.58) CM(28.52),H11P0(17.08) D11P0(30.58) G23A0(28.52),AUFP2161 AUFP2318 AUFP2162 AUFP2163 AUFP2319 AUFP2164 AUFP2165 AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2333 AUFP2902 AUFP2902 OUFP0070 OUFP0053 OUFP0703 CMFP2102 CMFP2101 CMFP2099 CMFP2085 CMFP2084 CMFP2083 CMFS2029 CMFS2033 CMFS2031 CMFS2030  ,,,C12,惯青,6.190,,P,D11P0P54B103,B07151MCC_A,B07109MK2300,,       F-(    3.5)-AUFP2161-(     10)-AUFP2318-(  10.34)-AUFP2162-(   11.1)-AUFP2163-(  11.28)-AUFP2319-(   11.4)-AUFP2164-(  11.42)-AUFP2165-(  11.72)-AUFP2166-(  12.16)-AUFP2167-(  12.24)-AUFP2168-(   12.3)-AUFP2169-(  12.86)-AUFP2170-(  13.02)-AUFP2171-(  13.58)-AUFP2333-(  17.08)-AUFP2902-(  17.38)-OUFP0070-(  27.71)-OUFP0053-(  47.66)-OUFP0703-(  47.86)-CMFP2102-(  48.39)-CMFP2101-(   49.5)-CMFP2099-(   55.5)-CMFP2085-(   57.1)-CMFP2084-(  58.99)-CMFP2083-(  62.35)-CMFS2029-(  67.52)-CMFS2033-(  69.98)-CMFS2031-(  73.78)-CMFS2030-(  76.18)-T       
3116,P-C1-2AZ1,PWIR,87,HTY70,AU,,CARGO MCC (PANEL A),OU,,TANK 1 DEEPWELL PUMP STBD (MP-1101),/,159,1,159,AUFP2163,3.5,OUFP2036,2.2,U,O,D11P0,1D_AU,OUFP0702,41.4,117.2,,0,C,,,ECU0,BX,AU(10.92) OU(30.49) CM(14.73) OU(102.43),H11P0(10.92) D11P0(30.49) G23A0(14.73) D11P0(102.43),AUFP2163 AUFP2319 AUFP2164 AUFP2165 AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2154 AUFP2903 AUFP2903 OUFP0071 OUFP0052 OUFP0702 CMFP2008 OUFP0902 OUFP0904 OUFP0909 OUFP0906 OUFP0908 OUFP2039 OUFP2038 OUFP2037 OUFP2036  ,,,C11,惯青,3.165,,P,D11P0P54B103,B07151MCC_A,B07160MP1101,,       F-(    3.5)-AUFP2163-(   3.68)-AUFP2319-(    3.8)-AUFP2164-(   3.82)-AUFP2165-(   4.12)-AUFP2166-(   4.56)-AUFP2167-(   4.64)-AUFP2168-(    4.7)-AUFP2169-(   5.26)-AUFP2170-(   5.42)-AUFP2171-(   7.42)-AUFP2154-(  10.92)-AUFP2903-(  11.22)-OUFP0071-(   21.5)-OUFP0052-(  41.41)-OUFP0702-(  45.85)-CMFP2008-(  56.14)-OUFP0902-(  63.56)-OUFP0904-(   75.7)-OUFP0909-( 105.78)-OUFP0906-( 147.24)-OUFP0908-(  151.8)-OUFP2039-(  154.4)-OUFP2038-( 155.41)-OUFP2037-( 156.37)-OUFP2036-( 158.57)-T       
3117,P-C1-2AZ2,PWIR,87,HTY70,AU,,CARGO MCC (PANEL A),OU,,TANK 1 DEEPWELL PUMP STBD (MP-1101),/,159,1,159,AUFP2163,3.5,OUFP2036,2.2,U,O,D11P0,1D_AU,OUFP0702,41.4,117.2,,0,C,,,ECU0,BX,AU(10.92) OU(30.49) CM(14.73) OU(102.43),H11P0(10.92) D11P0(30.49) G23A0(14.73) D11P0(102.43),AUFP2163 AUFP2319 AUFP2164 AUFP2165 AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2154 AUFP2903 AUFP2903 OUFP0071 OUFP0052 OUFP0702 CMFP2008 OUFP0902 OUFP0904 OUFP0909 OUFP0906 OUFP0908 OUFP2039 OUFP2038 OUFP2037 OUFP2036  ,,,C11,惯青,3.165,,P,D11P0P54B103,B07151MCC_A,B07160MP1101,,       F-(    3.5)-AUFP2163-(   3.68)-AUFP2319-(    3.8)-AUFP2164-(   3.82)-AUFP2165-(   4.12)-AUFP2166-(   4.56)-AUFP2167-(   4.64)-AUFP2168-(    4.7)-AUFP2169-(   5.26)-AUFP2170-(   5.42)-AUFP2171-(   7.42)-AUFP2154-(  10.92)-AUFP2903-(  11.22)-OUFP0071-(   21.5)-OUFP0052-(  41.41)-OUFP0702-(  45.85)-CMFP2008-(  56.14)-OUFP0902-(  63.56)-OUFP0904-(   75.7)-OUFP0909-( 105.78)-OUFP0906-( 147.24)-OUFP0908-(  151.8)-OUFP2039-(  154.4)-OUFP2038-( 155.41)-OUFP2037-( 156.37)-OUFP2036-( 158.57)-T       
3118,P-C1-2B,PWIR,87,HDYS1,AU,,CARGO MCC (PANEL A),OU,,THERMISTOR,/,160,1,160,AUFP2163,3.5,OUFP2032,1.3,U,O,D11P0,1D_AU,OUFP0702,41.4,117.8,,0,C,,,ECU0,BS,AU(10.92) OU(30.49) CM(14.73) OU(103.03),H11P0(10.92) D11P0(30.49) G23A0(14.73) D11P0(103.03),AUFP2163 AUFP2319 AUFP2164 AUFP2165 AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2154 AUFP2903 AUFP2903 OUFP0071 OUFP0052 OUFP0702 CMFP2008 OUFP0902 OUFP0904 OUFP0909 OUFP0906 OUFP0908 OUFP2039 OUFP2038 OUFP2037 OUFP2035 OUFP2032  ,,,C11,惯青,0.220,,P,D11P0P54B103,B07151MCC_A,B07160MP1101TH,,       F-(    3.5)-AUFP2163-(   3.68)-AUFP2319-(    3.8)-AUFP2164-(   3.82)-AUFP2165-(   4.12)-AUFP2166-(   4.56)-AUFP2167-(   4.64)-AUFP2168-(    4.7)-AUFP2169-(   5.26)-AUFP2170-(   5.42)-AUFP2171-(   7.42)-AUFP2154-(  10.92)-AUFP2903-(  11.22)-OUFP0071-(   21.5)-OUFP0052-(  41.41)-OUFP0702-(  45.85)-CMFP2008-(  56.14)-OUFP0902-(  63.56)-OUFP0904-(   75.7)-OUFP0909-( 105.78)-OUFP0906-( 147.24)-OUFP0908-(  151.8)-OUFP2039-(  154.4)-OUFP2038-( 155.41)-OUFP2037-( 156.43)-OUFP2035-( 157.87)-OUFP2032-( 159.17)-T       
3119,P-C1-2B1,PWIR,87,HDY1,AU,,CARGO MCC (PANEL A),OU,,SPACE HEATER,/,160,1,160,AUFP2163,3.5,OUFP2032,1.3,U,O,D11P0,1D_AU,OUFP0702,41.4,117.8,,0,C,,,ECU0,BT,AU(10.92) OU(30.49) CM(14.73) OU(103.03),H11P0(10.92) D11P0(30.49) G23A0(14.73) D11P0(103.03),AUFP2163 AUFP2319 AUFP2164 AUFP2165 AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2154 AUFP2903 AUFP2903 OUFP0071 OUFP0052 OUFP0702 CMFP2008 OUFP0902 OUFP0904 OUFP0909 OUFP0906 OUFP0908 OUFP2039 OUFP2038 OUFP2037 OUFP2035 OUFP2032  ,,,C11,惯青,0.220,,P,D11P0P54B103,B07151MCC_A,B07160MP1101EH,,       F-(    3.5)-AUFP2163-(   3.68)-AUFP2319-(    3.8)-AUFP2164-(   3.82)-AUFP2165-(   4.12)-AUFP2166-(   4.56)-AUFP2167-(   4.64)-AUFP2168-(    4.7)-AUFP2169-(   5.26)-AUFP2170-(   5.42)-AUFP2171-(   7.42)-AUFP2154-(  10.92)-AUFP2903-(  11.22)-OUFP0071-(   21.5)-OUFP0052-(  41.41)-OUFP0702-(  45.85)-CMFP2008-(  56.14)-OUFP0902-(  63.56)-OUFP0904-(   75.7)-OUFP0909-( 105.78)-OUFP0906-( 147.24)-OUFP0908-(  151.8)-OUFP2039-(  154.4)-OUFP2038-( 155.41)-OUFP2037-( 156.43)-OUFP2035-( 157.87)-OUFP2032-( 159.17)-T       
3120,P-C1-2C,PWIR,87,HLTTS2,AU,,CARGO MCC (PANEL A),AA,,CARGO ICMS(FC31),/,9,1,9,AUFP2163,3.5,AUFP025D,2.1,A,A,H11P0,H11P0,AUFP025D,6.8,2.1,,0,C,,,ECA0,AG,AU(8.86),H11P0(8.86),AUFP2163 AUFP2162 AUFP2318 AUFP2320 AUFP025D  ,,,C99,惯青,0.210,H11P0,J,H11P0J540003,B07151MCC_A,B07141IAS2,,       F-(    3.5)-AUFP2163-(   4.26)-AUFP2162-(    4.6)-AUFP2318-(   5.26)-AUFP2320-(   6.76)-AUFP025D-(   8.86)-T       
3121,P-C1-2D,PWIR,87,HDS1,AU,,CARGO MCC (PANEL A),AA,,C.C.C,/,14,1,14,AUFP2163,3.5,AUFP024A,4.1,A,A,H11P0,H11P0,AUFP024A,9.3,4.1,,0,C,,,ECA0,DJ,AU(13.38),H11P0(13.38),AUFP2163 AUFP2162 AUFP2318 AUFP2320 AUFP2321 AUFP2322 AUFP2187 AUFP2186 AUFP2185 AUFP2184 AUFP024A  ,,,C93,惯青,0.200,H11P0,J,H11P0J540003,B07151MCC_A,B005CCCCC,,       F-(    3.5)-AUFP2163-(   4.26)-AUFP2162-(    4.6)-AUFP2318-(   5.26)-AUFP2320-(   5.42)-AUFP2321-(   6.08)-AUFP2322-(   6.44)-AUFP2187-(    7.2)-AUFP2186-(   7.92)-AUFP2185-(   8.28)-AUFP2184-(   9.28)-AUFP024A-(  13.38)-T       
3122,P-C1-2E,PWIR,87,HLM4,AU,,CARGO MCC (PANEL A),AA,,C.C.C,/,13,1,13,AUFP2163,3.5,AUFP024A,3.1,A,A,H11P0,H11P0,AUFP024A,9.3,3.1,,0,C,,,ECA0,BD,AU(12.38),H11P0(12.38),AUFP2163 AUFP2162 AUFP2318 AUFP2320 AUFP2321 AUFP2322 AUFP2187 AUFP2186 AUFP2185 AUFP2184 AUFP024A  ,,,C93,惯青,0.180,H11P0,J,H11P0J540003,B07151MCC_A,B005CCCCC,,       F-(    3.5)-AUFP2163-(   4.26)-AUFP2162-(    4.6)-AUFP2318-(   5.26)-AUFP2320-(   5.42)-AUFP2321-(   6.08)-AUFP2322-(   6.44)-AUFP2187-(    7.2)-AUFP2186-(   7.92)-AUFP2185-(   8.28)-AUFP2184-(   9.28)-AUFP024A-(  12.38)-T       
3123,P-C1-2F,PWIR,87,HLM12,AU,,CARGO MCC (PANEL A),AA,,CARGO ICMS(FC31),/,9,1,9,AUFP2163,3.5,AUFP025D,2.1,A,A,H11P0,H11P0,AUFP025D,6.8,2.1,,0,C,,,ECA0,BC,AU(8.86),H11P0(8.86),AUFP2163 AUFP2162 AUFP2318 AUFP2320 AUFP025D  ,,,C99,惯青,0.420,H11P0,J,H11P0J540003,B07151MCC_A,B07141IAS2,,       F-(    3.5)-AUFP2163-(   4.26)-AUFP2162-(    4.6)-AUFP2318-(   5.26)-AUFP2320-(   6.76)-AUFP025D-(   8.86)-T       
3124,P-C1-2Z1,PWIR,87,HTY70,AU,,CARGO MCC (PANEL A),OU,,TANK 1 DEEPWELL PUMP STBD (MP-1101),/,159,1,159,AUFP2163,3.5,OUFP2036,2.2,U,O,D11P0,1D_AU,OUFP0702,41.4,117.2,,0,C,,,ECU0,BY,AU(10.92) OU(30.49) CM(14.73) OU(102.43),H11P0(10.92) D11P0(30.49) G23A0(14.73) D11P0(102.43),AUFP2163 AUFP2319 AUFP2164 AUFP2165 AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2154 AUFP2903 AUFP2903 OUFP0071 OUFP0052 OUFP0702 CMFP2008 OUFP0902 OUFP0904 OUFP0909 OUFP0906 OUFP0908 OUFP2039 OUFP2038 OUFP2037 OUFP2036  ,,,C11,惯青,3.165,,P,D11P0P54B103,B07151MCC_A,B07160MP1101,,       F-(    3.5)-AUFP2163-(   3.68)-AUFP2319-(    3.8)-AUFP2164-(   3.82)-AUFP2165-(   4.12)-AUFP2166-(   4.56)-AUFP2167-(   4.64)-AUFP2168-(    4.7)-AUFP2169-(   5.26)-AUFP2170-(   5.42)-AUFP2171-(   7.42)-AUFP2154-(  10.92)-AUFP2903-(  11.22)-OUFP0071-(   21.5)-OUFP0052-(  41.41)-OUFP0702-(  45.85)-CMFP2008-(  56.14)-OUFP0902-(  63.56)-OUFP0904-(   75.7)-OUFP0909-( 105.78)-OUFP0906-( 147.24)-OUFP0908-(  151.8)-OUFP2039-(  154.4)-OUFP2038-( 155.41)-OUFP2037-( 156.37)-OUFP2036-( 158.57)-T       
3125,P-C1-2Z2,PWIR,87,HTY70,AU,,CARGO MCC (PANEL A),OU,,TANK 1 DEEPWELL PUMP STBD (MP-1101),/,159,1,159,AUFP2163,3.5,OUFP2036,2.2,U,O,D11P0,1D_AU,OUFP0702,41.4,117.2,,0,C,,,ECU0,BY,AU(10.92) OU(30.49) CM(14.73) OU(102.43),H11P0(10.92) D11P0(30.49) G23A0(14.73) D11P0(102.43),AUFP2163 AUFP2319 AUFP2164 AUFP2165 AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2154 AUFP2903 AUFP2903 OUFP0071 OUFP0052 OUFP0702 CMFP2008 OUFP0902 OUFP0904 OUFP0909 OUFP0906 OUFP0908 OUFP2039 OUFP2038 OUFP2037 OUFP2036  ,,,C11,惯青,3.165,,P,D11P0P54B103,B07151MCC_A,B07160MP1101,,       F-(    3.5)-AUFP2163-(   3.68)-AUFP2319-(    3.8)-AUFP2164-(   3.82)-AUFP2165-(   4.12)-AUFP2166-(   4.56)-AUFP2167-(   4.64)-AUFP2168-(    4.7)-AUFP2169-(   5.26)-AUFP2170-(   5.42)-AUFP2171-(   7.42)-AUFP2154-(  10.92)-AUFP2903-(  11.22)-OUFP0071-(   21.5)-OUFP0052-(  41.41)-OUFP0702-(  45.85)-CMFP2008-(  56.14)-OUFP0902-(  63.56)-OUFP0904-(   75.7)-OUFP0909-( 105.78)-OUFP0906-( 147.24)-OUFP0908-(  151.8)-OUFP2039-(  154.4)-OUFP2038-( 155.41)-OUFP2037-( 156.37)-OUFP2036-( 158.57)-T       
3126,P-C1-3AZ1,PWIR,87,HTY70,AU,,CARGO MCC (PANEL A),OU,,TANK 2 DEEPWELL PUMP STBD (MP-1201),/,118,1,118,AUFP2166,3.5,OUFP2028,2.2,U,O,D11P0,2D_AU,OUFP0702,40.8,76.5,,0,C,,,ECU0,CB,AU(10.3) OU(30.49) CM(14.73) OU(61.76),H11P0(10.3) D11P0(30.49) G23A0(14.73) D11P0(61.76),AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2154 AUFP2903 AUFP2903 OUFP0071 OUFP0052 OUFP0702 CMFP2008 OUFP0902 OUFP0904 OUFP0909 OUFP0906 OUFP0201 OUFP2030 OUFP2029 OUFP2028  ,,,C11,惯青,3.165,,P,D11P0P54B103,B07151MCC_A,B07160MP1201,,       F-(    3.5)-AUFP2166-(   3.94)-AUFP2167-(   4.02)-AUFP2168-(   4.08)-AUFP2169-(   4.64)-AUFP2170-(    4.8)-AUFP2171-(    6.8)-AUFP2154-(   10.3)-AUFP2903-(   10.6)-OUFP0071-(  20.88)-OUFP0052-(  40.79)-OUFP0702-(  45.23)-CMFP2008-(  55.52)-OUFP0902-(  62.94)-OUFP0904-(  75.08)-OUFP0909-( 105.16)-OUFP0906-(  110.9)-OUFP0201-( 113.16)-OUFP2030-( 114.12)-OUFP2029-( 115.08)-OUFP2028-( 117.28)-T       
3127,P-C1-3AZ2,PWIR,87,HTY70,AU,,CARGO MCC (PANEL A),OU,,TANK 2 DEEPWELL PUMP STBD (MP-1201),/,118,1,118,AUFP2166,3.5,OUFP2028,2.2,U,O,D11P0,2D_AU,OUFP0702,40.8,76.5,,0,C,,,ECU0,CA,AU(10.3) OU(30.49) CM(14.73) OU(61.76),H11P0(10.3) D11P0(30.49) G23A0(14.73) D11P0(61.76),AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2154 AUFP2903 AUFP2903 OUFP0071 OUFP0052 OUFP0702 CMFP2008 OUFP0902 OUFP0904 OUFP0909 OUFP0906 OUFP0201 OUFP2030 OUFP2029 OUFP2028  ,,,C11,惯青,3.165,,P,D11P0P54B103,B07151MCC_A,B07160MP1201,,       F-(    3.5)-AUFP2166-(   3.94)-AUFP2167-(   4.02)-AUFP2168-(   4.08)-AUFP2169-(   4.64)-AUFP2170-(    4.8)-AUFP2171-(    6.8)-AUFP2154-(   10.3)-AUFP2903-(   10.6)-OUFP0071-(  20.88)-OUFP0052-(  40.79)-OUFP0702-(  45.23)-CMFP2008-(  55.52)-OUFP0902-(  62.94)-OUFP0904-(  75.08)-OUFP0909-( 105.16)-OUFP0906-(  110.9)-OUFP0201-( 113.16)-OUFP2030-( 114.12)-OUFP2029-( 115.08)-OUFP2028-( 117.28)-T       
3128,P-C1-3B,PWIR,87,HDYS1,AU,,CARGO MCC (PANEL A),OU,,THERMISTOR,/,118,1,118,AUFP2166,3.5,OUFP2025,1.3,U,O,D11P0,2D_AU,OUFP0702,40.8,77.1,,0,C,,,ECU0,BS,AU(10.3) OU(30.49) CM(14.73) OU(62.36),H11P0(10.3) D11P0(30.49) G23A0(14.73) D11P0(62.36),AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2154 AUFP2903 AUFP2903 OUFP0071 OUFP0052 OUFP0702 CMFP2008 OUFP0902 OUFP0904 OUFP0909 OUFP0906 OUFP0201 OUFP2030 OUFP2029 OUFP2027 OUFP2025  ,,,C11,惯青,0.220,,P,D11P0P54B103,B07151MCC_A,B07160MP1201TH,,       F-(    3.5)-AUFP2166-(   3.94)-AUFP2167-(   4.02)-AUFP2168-(   4.08)-AUFP2169-(   4.64)-AUFP2170-(    4.8)-AUFP2171-(    6.8)-AUFP2154-(   10.3)-AUFP2903-(   10.6)-OUFP0071-(  20.88)-OUFP0052-(  40.79)-OUFP0702-(  45.23)-CMFP2008-(  55.52)-OUFP0902-(  62.94)-OUFP0904-(  75.08)-OUFP0909-( 105.16)-OUFP0906-(  110.9)-OUFP0201-( 113.16)-OUFP2030-( 114.12)-OUFP2029-( 115.14)-OUFP2027-( 116.58)-OUFP2025-( 117.88)-T       
3129,P-C1-3B1,PWIR,87,HDY1,AU,,CARGO MCC (PANEL A),OU,,SPACE HEATER,/,118,1,118,AUFP2166,3.5,OUFP2025,1.3,U,O,D11P0,2D_AU,OUFP0702,40.8,77.1,,0,C,,,ECU0,BT,AU(10.3) OU(30.49) CM(14.73) OU(62.36),H11P0(10.3) D11P0(30.49) G23A0(14.73) D11P0(62.36),AUFP2166 AUFP2167 AUFP2168 AUFP2169 AUFP2170 AUFP2171 AUFP2154 AUFP2903 AUFP2903 OUFP0071 OUFP0052 OUFP0702 CMFP2008 OUFP0902 OUFP0904 OUFP0909 OUFP0906 OUFP0201 OUFP2030 OUFP2029 OUFP2027 OUFP2025  ,,,C11,惯青,0.220,,P,D11P0P54B103,B07151MCC_A,B07160MP1201EH,,       F-(    3.5)-AUFP2166-(   3.94)-AUFP2167-(   4.02)-AUFP2168-(   4.08)-AUFP2169-(   4.64)-AUFP2170-(    4.8)-AUFP2171-(    6.8)-AUFP2154-(   10.3)-AUFP2903-(   10.6)-OUFP0071-(  20.88)-OUFP0052-(  40.79)-OUFP0702-(  45.23)-CMFP2008-(  55.52)-OUFP0902-(  62.94)-OUFP0904-(  75.08)-OUFP0909-( 105.16)-OUFP0906-(  110.9)-OUFP0201-( 113.16)-OUFP2030-( 114.12)-OUFP2029-( 115.14)-OUFP2027-( 116.58)-OUFP2025-( 117.88)-T       
3130,P-C1-3C,PWIR,87,HLTTS2,AU,,CARGO MCC (PANEL A),AA,,CARGO ICMS(FC31),/,10,1,10,AUFP2166,3.5,AUFP025D,2.1,A,A,H11P0,H11P0,AUFP025D,7.4,2.1,,0,C,,,ECA0,AG,AU(9.48),H11P0(9.48),AUFP2166 AUFP2165 AUFP2164 AUFP2319 AUFP2163 AUFP2162 AUFP2318 AUFP2320 AUFP025D  ,,,C99,惯青,0.210,H11P0,J,H11P0J540003,B07151MCC_A,B07141ICMS2,,       F-(    3.5)-AUFP2166-(    3.8)-AUFP2165-(   3.82)-AUFP2164-(   3.94)-AUFP2319-(   4.12)-AUFP2163-(   4.88)-AUFP2162-(   5.22)-AUFP2318-(   5.88)-AUFP2320-(   7.38)-AUFP025D-(   9.48)-T       
3131,P-C1-3D,PWIR,87,HDS1,AU,,CARGO MCC (PANEL A),AA,,C.C.C,/,15,1,15,AUFP2166,3.5,AUFP024A,4.5,A,A,H11P0,H11P0,AUFP024A,9.9,4.5,,0,C,,,ECA0,DJ,AU(14.4),H11P0(14.4),AUFP2166 AUFP2165 AUFP2164 AUFP2319 AUFP2163 AUFP2162 AUFP2318 AUFP2320 AUFP2321 AUFP2322 AUFP2187 AUFP2186 AUFP2185 AUFP2184 AUFP024A  ,,,C93,惯青,0.200,H11P0,J,H11P0J540003,B07151MCC_A,B005CCCCC,,       F-(    3.5)-AUFP2166-(    3.8)-AUFP2165-(   3.82)-AUFP2164-(   3.94)-AUFP2319-(   4.12)-AUFP2163-(   4.88)-AUFP2162-(   5.22)-AUFP2318-(   5.88)-AUFP2320-(   6.04)-AUFP2321-(    6.7)-AUFP2322-(   7.06)-AUFP2187-(   7.82)-AUFP2186-(   8.54)-AUFP2185-(    8.9)-AUFP2184-(    9.9)-AUFP024A-(   14.4)-T       
3132,P-C1-3E,PWIR,87,HLM4,AU,,CARGO MCC (PANEL A),AA,,C.C.C,/,13,1,13,AUFP2166,3.5,AUFP024A,3.1,A,A,H11P0,H11P0,AUFP024A,9.9,3.1,,0,C,,,ECA0,BD,AU(13),H11P0(13),AUFP2166 AUFP2165 AUFP2164 AUFP2319 AUFP2163 AUFP2162 AUFP2318 AUFP2320 AUFP2321 AUFP2322 AUFP2187 AUFP2186 AUFP2185 AUFP2184 AUFP024A  ,,,C93,惯青,0.180,H11P0,J,H11P0J540003,B07151MCC_A,B005CCCCC,,       F-(    3.5)-AUFP2166-(    3.8)-AUFP2165-(   3.82)-AUFP2164-(   3.94)-AUFP2319-(   4.12)-AUFP2163-(   4.88)-AUFP2162-(   5.22)-AUFP2318-(   5.88)-AUFP2320-(   6.04)-AUFP2321-(    6.7)-AUFP2322-(   7.06)-AUFP2187-(   7.82)-AUFP2186-(   8.54)-AUFP2185-(    8.9)-AUFP2184-(    9.9)-AUFP024A-(     13)-T       
3133,P-C1-3F,PWIR,87,HLM12,AU,,CARGO MCC (PANEL A),AA,,CARGO ICMS(FC31),/,10,1,10,AUFP2166,3.5,AUFP025D,2.1,A,A,H11P0,H11P0,AUFP025D,7.4,2.1,,0,C,,,ECA0,BC,AU(9.48),H11P0(9.48),AUFP2166 AUFP2165 AUFP2164 AUFP2319 AUFP2163 AUFP2162 AUFP2318 AUFP2320 AUFP025D  ,,,C99,惯青,0.420,H11P0,J,H11P0J540003,B07151MCC_A,B07141ICMS2,,       F-(    3.5)-AUFP2166-(    3.8)-AUFP2165-(   3.82)-AUFP2164-(   3.94)-AUFP2319-(   4.12)-AUFP2163-(   4.88)-AUFP2162-(   5.22)-AUFP2318-(   5.88)-AUFP2320-(   7.38)-AUFP025D-(   9.48)-T       
