순번,Circuit,WD 종류,WD Page,Cable Type,From Deck,From Room,From Equipment,To Deck,To Room,To Equipment,Main-SubSystem,길이,가닥수,총길이,From Node,From Length,To Node,To Length,POR Area,SET Area,SET Deck,SET Block,SET Node,S-From Length,S-ToLength,잉여POR,잉여전용량,Cut_div,GroupCircuit,CASING사급,Drum Ser,Drum Seq,Deck PATH,Block PATH,Node PATH,RMK1,RMK2,CUT_NOD,POR_DIV,단위중량,Upper_blk,Stage,DP,From장비Tag,To장비Tag,CheckNode,길이Node,checked,memo,memodate,update_at,setb,setnode_f,setnode_t,list_node,list_BlockPATH,reverse
3454,P-C3-6A,PWIR,91,HTY95,AU,,CARGO MCC (PANEL C),OU,,NO.2 GAS FREEING FAN (MK-8110),/,27,1,27,AUFP2234,2.4,OUFP2804,1.8,U,4D_AU_P2,4D_AU,4D_AU_P2,OUFP2801,13.9,12.6,,0,C,,,ECUA,CC,AU(6.42) OU(20.08),H11P0(6.42) D11P0(20.08),AUFP2234 AUFP2235 AUFP2215 AUFP2214 AUFP2172 AUFP2151 AUFP2151 OUFP2801 OUFP2802 OUFP2803 OUFP2804  ,=21678/431818,,X1,수정,3.940,,P,D11P0P54B103,B07151C,B044AAGFF2,,       F-(    2.4)-AUFP2234-(   2.94)-AUFP2235-(   3.91)-AUFP2215-(   5.13)-AUFP2214-(   6.09)-AUFP2172-(   6.42)-AUFP2151-(  13.86)-OUFP2801-(  20.57)-OUFP2802-(  23.16)-OUFP2803-(   24.7)-OUFP2804-(   26.5)-T       ,,,,,,,,,,
3455,P-C3-6B,PWIR,91,HDY1,AU,,CARGO MCC (PANEL C),OU,,NO.2 GAS FREEING FAN (MK-8110),/,28,1,28,AUFP2234,2.4,OUFP2804,3,U,4D_AU_P2,4D_AU,4D_AU_P2,OUFP2801,13.9,13.8,,0,C,,,ECUA,BQ,AU(6.42) OU(21.28),H11P0(6.42) D11P0(21.28),AUFP2234 AUFP2235 AUFP2215 AUFP2214 AUFP2172 AUFP2151 AUFP2151 OUFP2801 OUFP2802 OUFP2803 OUFP2804  ,=21678/431818,,X1,수정,0.220,,P,D11P0P54B103,B07151C,B044AAGFF2,,       F-(    2.4)-AUFP2234-(   2.94)-AUFP2235-(   3.91)-AUFP2215-(   5.13)-AUFP2214-(   6.09)-AUFP2172-(   6.42)-AUFP2151-(  13.86)-OUFP2801-(  20.57)-OUFP2802-(  23.16)-OUFP2803-(   24.7)-OUFP2804-(   27.7)-T       ,,,,,,,,,,
3456,P-C3-6C,PWIR,91,HDYS1,AU,,CARGO MCC (PANEL C),OU,,THERMISTOR,/,28,1,28,AUFP2234,2.4,OUFP2804,3,U,4D_AU_P2,4D_AU,4D_AU_P2,OUFP2801,13.9,13.8,,0,C,,,ECUA,BR,AU(6.42) OU(21.28),H11P0(6.42) D11P0(21.28),AUFP2234 AUFP2235 AUFP2215 AUFP2214 AUFP2172 AUFP2151 AUFP2151 OUFP2801 OUFP2802 OUFP2803 OUFP2804  ,=21678/431818,,X1,수정,0.220,,P,D11P0P54B103,B07151C,B044AAGFF2TH,,       F-(    2.4)-AUFP2234-(   2.94)-AUFP2235-(   3.91)-AUFP2215-(   5.13)-AUFP2214-(   6.09)-AUFP2172-(   6.42)-AUFP2151-(  13.86)-OUFP2801-(  20.57)-OUFP2802-(  23.16)-OUFP2803-(   24.7)-OUFP2804-(   27.7)-T       ,,,,,,,,,,
3457,P-C3-6D,PWIR,91,HLMY4,AU,,CARGO MCC (PANEL C),OU,,START/STOP PB,/,41,1,41,AUFP2234,2.4,OUFP2808,3.3,U,4D_AU_C,4D_AU,4D_AU_C,OUFP2601,15.6,24.9,,0,C,,,ECUA,CE,AU(8) OU(32.53),H11P0(8) D11P0(32.53),AUFP2234 AUFP2235 AUFP2236 AUFP2246 AUFP2245 AUFP2244 AUFP2243 AUFP2242 AUFP2174 AUFP2173 AUFP2078 AUFP2078 OUFP2601 OUFP2809 OUFP2801 OUFP2802 OUFP2807 OUFP2808  ,=21678/431818,,X1,수정,0.200,,P,D11P0P54B103,B07151C,B07152GFF2PB,,       F-(    2.4)-AUFP2234-(   2.94)-AUFP2235-(   3.66)-AUFP2236-(   4.34)-AUFP2246-(   4.54)-AUFP2245-(   4.84)-AUFP2244-(    5.9)-AUFP2243-(   6.26)-AUFP2242-(   7.13)-AUFP2174-(   7.43)-AUFP2173-(      8)-AUFP2078-(   15.6)-OUFP2601-(  21.56)-OUFP2809-(  25.16)-OUFP2801-(  31.87)-OUFP2802-(  33.87)-OUFP2807-(  37.23)-OUFP2808-(  40.53)-T       ,,,,,,,,,,
3458,P-C3-7A,PWIR,91,HD2,AU,,CARGO MCC (PANEL C),AU,,CARGO MCC (PANEL B),/,6,1,6,AUFP2235,2.5,AUFP2215,2,A,H11P0,H11P0,H11P0,AUFP2235,2.5,3,,0,C,,,ECA0,AS,AU(5.47),H11P0(5.47),AUFP2235 AUFP2215  ,=21678/431818,=21678/431843,X1,수정,0.240,,J,H11P0J540003,B07151C,B07151B,,       F-(    2.5)-AUFP2235-(   3.47)-AUFP2215-(   5.47)-T       ,,,,,,,,,,
3459,P-C3-7B,PWIR,91,HD2,AU,,CARGO MCC (PANEL C),AU,,CARGO MCC (PANEL B),/,10,1,10,AUFP2235,2.5,AUFP2196,2.5,A,H11P0,H11P0,H11P0,AUFP2235,2.5,6.9,,0,C,,,ECA0,AS,AU(9.43),H11P0(9.43),AUFP2235 AUFP2215 AUFP2199 AUFP2198 AUFP2197 AUFP2196  ,=21678/431818,=21678/431843,X1,수정,0.240,,J,H11P0J540003,B07151C,B07151B,,       F-(    2.5)-AUFP2235-(   3.47)-AUFP2215-(   5.37)-AUFP2199-(   6.19)-AUFP2198-(   6.57)-AUFP2197-(   6.93)-AUFP2196-(   9.43)-T       ,,,,,,,,,,
3460,P-DC-1,NAVI,15,HT16,AN,,BATTERY CHARGER & DC24V DIST. BOARD (1/2),WH,,BRIDGE CONTROL CONSOLE,/,24,1,24,ACFP020D,2.4,ACFS025J,2.5,A,H23P0,H23P0,H23P0,ACFP020D,2.4,20.7,,0,C,,,ECA0,DK,AC(23.11),H23P0(10.77) H23S0(4.49) H23P0(7.85),ACFP020D ACFP0024 ACFP2279 ACFP2278 ACFP2277 ACFP2276 ACFP2274 ACFP2268 ACFP2002 ACFP2261 ACFP2260 ACFP0017 ACFP2217 ACFP2216 ACFS2083 ACFS2082 ACFS2081 ACFS2096 ACFS2008 ACFS2053 ACFS2052 ACFS2051 ACFS2029 ACFS2028 ACFS2025 ACFS2024 ACFS2023 ACFS2022 ACFS2021 ACFS2020 ACFS2019 ACFS025J  ,,,C29,수정,0.850,,J,H23P0J540003,E413AADCCHRG,E409AABCC,ACFS2081 ,       F-(    2.4)-ACFP020D-(   2.58)-ACFP0024-(   2.93)-ACFP2279-(   3.25)-ACFP2278-(   3.65)-ACFP2277-(   4.12)-ACFP2276-(   4.69)-ACFP2274-(   5.48)-ACFP2268-(    5.6)-ACFP2002-(   7.14)-ACFP2261-(   7.24)-ACFP2260-(   8.32)-ACFP0017-(   9.16)-ACFP2217-(     10)-ACFP2216-(  10.77)-ACFS2083-(  11.15)-ACFS2082-(  11.61)-ACFS2081-(  12.41)-ACFS2096-(  12.91)-ACFS2008-(  13.91)-ACFS2053-(  14.29)-ACFS2052-(  14.35)-ACFS2051-(  14.98)-ACFS2029-(  15.26)-ACFS2028-(  16.85)-ACFS2025-(  16.99)-ACFS2024-(  17.63)-ACFS2023-(  18.42)-ACFS2022-(   19.3)-ACFS2021-(   19.6)-ACFS2020-(  19.92)-ACFS2019-(  20.61)-ACFS025J-(  23.11)-T       ,,,,,,,,,,
3461,P-DC-10,NAVI,16,HD2,AN,,BATTERY CHARGER & DC24V DIST. BOARD (2/2),WH,,C/T T.B FOR ECHO SOUNDER (INTERFACE UNIT & PRINTER),/,20,1,20,ACFP020D,2.4,ACFP024A,2.2,A,H23P0,H23P0,H23P0,ACFP020D,2.4,17.2,,0,C,,,ECA0,AD,AC(19.63),H23P0(10.77) H23S0(3.58) H23P0(5.28),ACFP020D ACFP0024 ACFP2279 ACFP2278 ACFP2277 ACFP2276 ACFP2274 ACFP2268 ACFP2002 ACFP2261 ACFP2260 ACFP0017 ACFP2217 ACFP2216 ACFS2083 ACFS2082 ACFS2081 ACFS2096 ACFS2008 ACFS2053 ACFS2052 ACFS2051 ACFP2197 ACFP2198 ACFP024A  ,,,C29,수정,0.240,,J,H23P0J540003,E413AADCCHRG,E412BBTBES,ACFP2260 ACFS2081 ,       F-(    2.4)-ACFP020D-(   2.58)-ACFP0024-(   2.93)-ACFP2279-(   3.25)-ACFP2278-(   3.65)-ACFP2277-(   4.12)-ACFP2276-(   4.69)-ACFP2274-(   5.48)-ACFP2268-(    5.6)-ACFP2002-(   7.14)-ACFP2261-(   7.24)-ACFP2260-(   8.32)-ACFP0017-(   9.16)-ACFP2217-(     10)-ACFP2216-(  10.77)-ACFS2083-(  11.15)-ACFS2082-(  11.61)-ACFS2081-(  12.41)-ACFS2096-(  12.91)-ACFS2008-(  13.91)-ACFS2053-(  14.29)-ACFS2052-(  14.35)-ACFS2051-(  16.33)-ACFP2197-(  16.57)-ACFP2198-(  17.43)-ACFP024A-(  19.63)-T       ,,,,,,,,,,
3462,P-DC-11,NAVI,16,HD2,AN,,BATTERY CHARGER & DC24V DIST. BOARD (2/2),WH,,INMARSAT FBB500 PSU,/,17,1,17,ACFP020D,2.4,ACFS024D,2.2,A,H23P0,H23P0,H23P0,ACFP020D,2.4,14.4,,0,C,,,ECA0,AD,AC(16.75),H23P0(10.77) H23S0(5.98),ACFP020D ACFP0024 ACFP2279 ACFP2278 ACFP2277 ACFP2276 ACFP2274 ACFP2268 ACFP2002 ACFP2261 ACFP2260 ACFP0017 ACFP2217 ACFP2216 ACFS2083 ACFS2082 ACFS2081 ACFS2096 ACFS2008 ACFS2053 ACFS024D  ,,,C29,수정,0.240,,J,H23P0J540003,E413AADCCHRG,E395AASFPSU,ACFS2081 ,       F-(    2.4)-ACFP020D-(   2.58)-ACFP0024-(   2.93)-ACFP2279-(   3.25)-ACFP2278-(   3.65)-ACFP2277-(   4.12)-ACFP2276-(   4.69)-ACFP2274-(   5.48)-ACFP2268-(    5.6)-ACFP2002-(   7.14)-ACFP2261-(   7.24)-ACFP2260-(   8.32)-ACFP0017-(   9.16)-ACFP2217-(     10)-ACFP2216-(  10.77)-ACFS2083-(  11.15)-ACFS2082-(  11.61)-ACFS2081-(  12.41)-ACFS2096-(  12.91)-ACFS2008-(  13.91)-ACFS2053-(  14.55)-ACFS024D-(  16.75)-T       ,,,,,,,,,,
3463,P-DC-12,NAVI,16,HD2,AN,,BATTERY CHARGER & DC24V DIST. BOARD (2/2),WH,,MASTER CLOCK,/,20,1,20,ACFP020D,2.4,ACFP024A,2.2,A,H23P0,H23P0,H23P0,ACFP020D,2.4,17.2,,0,C,,,ECA0,AD,AC(19.63),H23P0(10.77) H23S0(3.58) H23P0(5.28),ACFP020D ACFP0024 ACFP2279 ACFP2278 ACFP2277 ACFP2276 ACFP2274 ACFP2268 ACFP2002 ACFP2261 ACFP2260 ACFP0017 ACFP2217 ACFP2216 ACFS2083 ACFS2082 ACFS2081 ACFS2096 ACFS2008 ACFS2053 ACFS2052 ACFS2051 ACFP2197 ACFP2198 ACFP024A  ,,,C29,수정,0.240,,J,H23P0J540003,E413AADCCHRG,E402AACLMC,ACFP2260 ACFS2081 ,       F-(    2.4)-ACFP020D-(   2.58)-ACFP0024-(   2.93)-ACFP2279-(   3.25)-ACFP2278-(   3.65)-ACFP2277-(   4.12)-ACFP2276-(   4.69)-ACFP2274-(   5.48)-ACFP2268-(    5.6)-ACFP2002-(   7.14)-ACFP2261-(   7.24)-ACFP2260-(   8.32)-ACFP0017-(   9.16)-ACFP2217-(     10)-ACFP2216-(  10.77)-ACFS2083-(  11.15)-ACFS2082-(  11.61)-ACFS2081-(  12.41)-ACFS2096-(  12.91)-ACFS2008-(  13.91)-ACFS2053-(  14.29)-ACFS2052-(  14.35)-ACFS2051-(  16.33)-ACFP2197-(  16.57)-ACFP2198-(  17.43)-ACFP024A-(  19.63)-T       ,,,,,,,,,,
3464,P-DC-13,NAVI,16,HD2,AN,,BATTERY CHARGER & DC24V DIST. BOARD (2/2),AU,,I.S BARRIER BOX FOR AUTO TEL.,/,39,1,39,ACFP020D,2.4,AUFP2153,2.3,A,H23P0,H23P0,H23P0,ACFP020D,2.4,36.4,,0,C,,,ECA0,AD,AC(19.26) AB(2.95) AA(2.91) AU(13.7),H23P0(19.26) H22P0(2.95) H21P0(2.91) H11P0(13.7),ACFP020D ACFP0024 ACFP2279 ACFP2241 ACFP2240 ACFP2238 ACFP2224 ACFP2223 ACFP0011 ACFP2207 ACFP2202 ACFP2189 ACFP2184 ACFP2170 ACFP2169 ABFP025S AAAP025D AUFP225A AUFP2205 AUFP2206 AUFP2207 AUFP2195 AUFP2196 AUFP2197 AUFP2198 AUFP2199 AUFP2200 AUFP2243 AUFP2242 AUFP2174 AUFP2173 AUFP2170 AUFP2171 AUFP2159 AUFP2158 AUFP2157 AUFP2156 AUFP2155 AUFP2153  ,,,C29,수정,0.240,,J,H23P0J540003,E413AADCCHRG,E378CCATBARR,ACFP2238 ,       F-(    2.4)-ACFP020D-(   2.58)-ACFP0024-(   2.93)-ACFP2279-(   6.04)-ACFP2241-(   6.52)-ACFP2240-(   7.56)-ACFP2238-(   9.06)-ACFP2224-(   9.54)-ACFP2223-(  10.53)-ACFP0011-(  11.29)-ACFP2207-(     12)-ACFP2202-(  13.12)-ACFP2189-(  14.47)-ACFP2184-(  15.96)-ACFP2170-(  16.55)-ACFP2169-(  19.26)-ABFP025S-(  22.21)-AAAP025D-(  25.12)-AUFP225A-(  25.76)-AUFP2205-(  26.76)-AUFP2206-(  27.56)-AUFP2207-(  28.46)-AUFP2195-(  28.62)-AUFP2196-(  28.98)-AUFP2197-(  29.36)-AUFP2198-(  30.18)-AUFP2199-(  31.57)-AUFP2200-(  32.39)-AUFP2243-(  32.75)-AUFP2242-(  33.62)-AUFP2174-(  33.92)-AUFP2173-(  34.21)-AUFP2170-(  34.29)-AUFP2171-(     35)-AUFP2159-(  35.26)-AUFP2158-(   35.7)-AUFP2157-(  35.88)-AUFP2156-(  36.12)-AUFP2155-(  36.52)-AUFP2153-(  38.82)-T       ,,,,,,,,,,
3465,P-DC-14,NAVI,16,HDE2,AN,,BATTERY CHARGER & DC24V DIST. BOARD (2/2),WH,,J/B FOR DAY/SIGNAL RECEPTACLE,/,19,1,19,ACFP020D,2.4,ACFS024C,2,A,H23P0,H23P0,H23P0,ACFP020D,2.4,15.7,,0,C,,,ECA0,AY,AC(18.05),H23P0(10.77) H23S0(7.28),ACFP020D ACFP0024 ACFP2279 ACFP2278 ACFP2277 ACFP2276 ACFP2274 ACFP2268 ACFP2002 ACFP2261 ACFP2260 ACFP0017 ACFP2217 ACFP2216 ACFS2083 ACFS2082 ACFS2081 ACFS2096 ACFS2008 ACFS2053 ACFS2052 ACFS2037 ACFS024C  ,,,C29,수정,0.280,,J,H23P0J540003,E413AADCCHRG,E412AAPDC14,ACFS2081 ,       F-(    2.4)-ACFP020D-(   2.58)-ACFP0024-(   2.93)-ACFP2279-(   3.25)-ACFP2278-(   3.65)-ACFP2277-(   4.12)-ACFP2276-(   4.69)-ACFP2274-(   5.48)-ACFP2268-(    5.6)-ACFP2002-(   7.14)-ACFP2261-(   7.24)-ACFP2260-(   8.32)-ACFP0017-(   9.16)-ACFP2217-(     10)-ACFP2216-(  10.77)-ACFS2083-(  11.15)-ACFS2082-(  11.61)-ACFS2081-(  12.41)-ACFS2096-(  12.91)-ACFS2008-(  13.91)-ACFS2053-(  14.29)-ACFS2052-(   15.4)-ACFS2037-(  16.05)-ACFS024C-(  18.05)-T       ,,,,,,,,,,
3466,P-DC-14A,ALGT,58,HDE2,AN,,JB-003,AN,,RP 21,/,21,1,21,ACFS024C,2,ANFP2040,2.1,A,H23P0,H23P0,H23P0,ACFS2018,7.6,12.7,,0,C,,,ECA0,AY,AC(17.65) AN(2.56),H23S0(6.75) H23P0(8.07) H23S0(2.83) H52S0(2.56),ACFS024C ACFS2037 ACFS2036 ACFS2056 ACFS2032 ACFS2031 ACFS2030 ACFS2018 ACFS2017 ACFS2016 ACFS2015 ACFS2014 ACFS2013 ACFS2012 ACFS2011 ACFS2063 ACFS025F ANFP2040  ,,,X7,수정,0.280,,J,H23P0J540003,E412BBDC12,E722DSBANDC014A,,       F-(      2)-ACFS024C-(   2.65)-ACFS2037-(   2.89)-ACFS2036-(   5.02)-ACFS2056-(   5.69)-ACFS2032-(   5.95)-ACFS2031-(   6.75)-ACFS2030-(   7.56)-ACFS2018-(   9.04)-ACFS2017-(     10)-ACFS2016-(  10.71)-ACFS2015-(  12.27)-ACFS2014-(  12.31)-ACFS2013-(  14.09)-ACFS2012-(  14.82)-ACFS2011-(  16.57)-ACFS2063-(  17.65)-ACFS025F-(  18.11)-ANFP2040-(  20.21)-T       ,,,,,,,,,,
3467,P-DC-14B,ALGT,58,HDE2,AN,,JB-003,AN,,RP 21F,/,11,1,11,ACFS024C,2,ANFP2005,1.3,A,H23P0,H23P0,H23P0,ACFS2025,6.3,4.6,,0,C,,,ECA0,AY,AC(9.2) AN(1.7),H23S0(4.73) H23P0(4.02) H23S0(.45) H24A0(1.7),ACFS024C ACFS2037 ACFS2052 ACFS2051 ACFS2029 ACFS2028 ACFS2025 ACFS2024 ACFS2010 ACFS2006 ACFS027A ANFP2006 ANFP2005  ,,,X7,수정,0.280,,J,H23P0J540003,E412BBDC12,E722DSCANDC014B,,       F-(      2)-ACFS024C-(   2.65)-ACFS2037-(   3.76)-ACFS2052-(   3.82)-ACFS2051-(   4.45)-ACFS2029-(   4.73)-ACFS2028-(   6.32)-ACFS2025-(   6.46)-ACFS2024-(   7.45)-ACFS2010-(   8.75)-ACFS2006-(    9.2)-ACFS027A-(   9.52)-ANFP2006-(    9.6)-ANFP2005-(   10.9)-T       ,,,,,,,,,,
3468,P-DC-14C,ALGT,58,HDE2,AN,,JB-003,AN,,RP 21,/,25,1,25,ACFS024C,2,ANFP2029,2.1,A,H23P0,H23P0,H23P0,ACFP025D,22.2,2.6,,0,C,,,ECA0,AY,AC(22.24) AN(2.58),H23S0(3.82) H23P0(18.42) H52P0(2.58),ACFS024C ACFS2037 ACFS2052 ACFS2051 ACFP2197 ACFP2198 ACFP2199 ACFP2200 ACFP2201 ACFP2212 ACFP2191 ACFP2190 ACFP2183 ACFP2182 ACFP2181 ACFP2169 ACFP2170 ACFP2171 ACFP2172 ACFP2173 ACFP2174 ACFP2175 ACFP2048 ACFP025D ANFP2029  ,,,C57,수정,0.280,,J,H23P0J540003,E412BBDC12,E722DSBANDC014C,,       F-(      2)-ACFS024C-(   2.65)-ACFS2037-(   3.76)-ACFS2052-(   3.82)-ACFS2051-(    5.8)-ACFP2197-(   6.04)-ACFP2198-(   6.22)-ACFP2199-(   7.26)-ACFP2200-(   7.37)-ACFP2201-(   8.67)-ACFP2212-(  10.23)-ACFP2191-(  10.71)-ACFP2190-(   11.2)-ACFP2183-(  11.29)-ACFP2182-(  11.82)-ACFP2181-(  12.68)-ACFP2169-(  13.27)-ACFP2170-(   14.6)-ACFP2171-(  14.71)-ACFP2172-(  15.57)-ACFP2173-(  17.09)-ACFP2174-(  19.49)-ACFP2175-(   21.3)-ACFP2048-(  22.24)-ACFP025D-(  22.72)-ANFP2029-(  24.82)-T       ,,,,,,,,,,
3469,P-DC-15,NAVI,16,HD2,AN,,BATTERY CHARGER & DC24V DIST. BOARD (2/2),WH,,NAV. LIGHT INDICATING PANEL,/,17,1,17,ACFP020D,2.4,ACFP024F,2,A,H23P0,H23P0,H23P0,ACFP020D,2.4,14.2,,0,C,,,ECA0,AD,AC(16.58),H23P0(16.58),ACFP020D ACFP0024 ACFP2279 ACFP2278 ACFP2277 ACFP2276 ACFP2274 ACFP2268 ACFP2002 ACFP2261 ACFP2260 ACFP0017 ACFP2217 ACFP2218 ACFP2219 ACFP2220 ACFP2221 ACFP2214 ACFP2213 ACFP024F  ,,,C29,수정,0.240,,J,H23P0J540003,E413AADCCHRG,E52401GCP,ACFP2260 ,       F-(    2.4)-ACFP020D-(   2.58)-ACFP0024-(   2.93)-ACFP2279-(   3.25)-ACFP2278-(   3.65)-ACFP2277-(   4.12)-ACFP2276-(   4.69)-ACFP2274-(   5.48)-ACFP2268-(    5.6)-ACFP2002-(   7.14)-ACFP2261-(   7.24)-ACFP2260-(   8.32)-ACFP0017-(   9.16)-ACFP2217-(   9.48)-ACFP2218-(   9.76)-ACFP2219-(   9.79)-ACFP2220-(  11.79)-ACFP2221-(  12.88)-ACFP2214-(  13.68)-ACFP2213-(  14.58)-ACFP024F-(  16.58)-T       ,,,,,,,,,,
3470,P-DC-16,NAVI,16,HD4,AN,,BATTERY CHARGER & DC24V DIST. BOARD (2/2),AC,,HYBRID TYPE AUTOMATIC TELEPHONE EXCHANGE UNIT,/,34,1,34,ACFP020D,2.4,ABFP025U,3.9,A,H23P0,H23P0,H23P0,ACFP020D,2.4,31,,0,C,,,ECA0,BF,AC(13.97) AB(19.41),H23P0(8.29) H23S0(1.34) H23P0(4.34) H22S0(3.92) H22P0(15.49),ACFP020D ACFP0024 ACFP2279 ACFP2295 ACFP2294 ACFP2293 ACFP2292 ACFP2291 ACFP2290 ACFP2289 ACFP2288 ACFP2287 ACFS2122 ACFS2119 CDFS2100 CDFS2099 CDFS2098 CDFS0005 CDFS0003 CDFS021K CDFS0064 CDFS0056 CDFS0055 CDFS0054 ABFS0050 ABFS0051 ABFS0052 ABFP0161 ABFP0162 ABFP0163 ABFP0164 ABFP0165 ABFP0166 ABFP0167 ABFP0168 ABFP0248 ABFP0169 ABFP0152 ABFP0140 ABFP0139 ABFP0245 ABFP025U  ,,,C29,수정,0.300,,J,H23P0J540003,E413AADCCHRG,E378AAATEXCH,,       F-(    2.4)-ACFP020D-(   2.58)-ACFP0024-(   2.93)-ACFP2279-(    4.1)-ACFP2295-(   4.48)-ACFP2294-(   4.86)-ACFP2293-(   5.26)-ACFP2292-(   5.56)-ACFP2291-(   6.56)-ACFP2290-(   6.58)-ACFP2289-(   6.64)-ACFP2288-(   7.36)-ACFP2287-(   8.29)-ACFS2122-(   9.63)-ACFS2119-(  10.34)-CDFS2100-(   10.9)-CDFS2099-(  11.04)-CDFS2098-(  11.48)-CDFS0005-(   13.5)-CDFS0003-(  13.97)-CDFS021K-(  14.31)-CDFS0064-(  15.08)-CDFS0056-(  15.88)-CDFS0055-(  16.24)-CDFS0054-(  17.21)-ABFS0050-(  17.63)-ABFS0051-(  17.89)-ABFS0052-(  18.22)-ABFP0161-(  18.42)-ABFP0162-(  18.88)-ABFP0163-(  19.62)-ABFP0164-(  21.39)-ABFP0165-(  21.81)-ABFP0166-(  22.03)-ABFP0167-(  22.59)-ABFP0168-(  23.43)-ABFP0248-(  23.58)-ABFP0169-(  25.08)-ABFP0152-(  26.71)-ABFP0140-(  27.37)-ABFP0139-(  28.39)-ABFP0245-(  29.48)-ABFP025U-(  33.38)-T       ,,,,,,,,,,
3471,P-DC-17,NAVI,16,HD2,AN,,BATTERY CHARGER & DC24V DIST. BOARD (2/2),WH,,SATELLITE SPEED LOG JUNCTION BOX,/,20,1,20,ACFP020D,2.4,ACFP024A,2.2,A,H23P0,H23P0,H23P0,ACFP020D,2.4,17.2,,0,C,,,ECA0,AD,AC(19.63),H23P0(10.77) H23S0(3.58) H23P0(5.28),ACFP020D ACFP0024 ACFP2279 ACFP2278 ACFP2277 ACFP2276 ACFP2274 ACFP2268 ACFP2002 ACFP2261 ACFP2260 ACFP0017 ACFP2217 ACFP2216 ACFS2083 ACFS2082 ACFS2081 ACFS2096 ACFS2008 ACFS2053 ACFS2052 ACFS2051 ACFP2197 ACFP2198 ACFP024A  ,,,C29,수정,0.240,,J,H23P0J540003,E413AADCCHRG,E373KKSLJB,ACFP2260 ACFS2081 ,       F-(    2.4)-ACFP020D-(   2.58)-ACFP0024-(   2.93)-ACFP2279-(   3.25)-ACFP2278-(   3.65)-ACFP2277-(   4.12)-ACFP2276-(   4.69)-ACFP2274-(   5.48)-ACFP2268-(    5.6)-ACFP2002-(   7.14)-ACFP2261-(   7.24)-ACFP2260-(   8.32)-ACFP0017-(   9.16)-ACFP2217-(     10)-ACFP2216-(  10.77)-ACFS2083-(  11.15)-ACFS2082-(  11.61)-ACFS2081-(  12.41)-ACFS2096-(  12.91)-ACFS2008-(  13.91)-ACFS2053-(  14.29)-ACFS2052-(  14.35)-ACFS2051-(  16.33)-ACFP2197-(  16.57)-ACFP2198-(  17.43)-ACFP024A-(  19.63)-T       ,,,,,,,,,,
3472,P-DC-18,NAVI,16,HD2,AN,,BATTERY CHARGER & DC24V DIST. BOARD (2/2),WH,,SATELLITE SPEED LOG REMOTE DISPLAY,/,28,1,28,ACFP020D,2.4,ANFP2021,3.1,A,H23P0,H23P0,H23P0,ACFP022A,11.1,16.2,,0,C,,,ECA0,AD,AC(11.13) AN(16.15),H23P0(11.13) H24A0(16.15),ACFP020D ACFP0024 ACFP2279 ACFP2278 ACFP2277 ACFP2276 ACFP2274 ACFP2268 ACFP2002 ACFP2261 ACFP2260 ACFP0017 ACFP2217 ACFP2218 ACFP2219 ACFP2220 ACFP022A ANFP2158 ANFP2159 ACFP2401 ANFP2142 ANFP2143 ANFP2137 ANFP2136 ANFP2114 ANFP2069 ANFP2068 ANFP2021  ,,,C29,수정,0.240,,J,H23P0J540003,E413AADCCHRG,E409FFMIP,,       F-(    2.4)-ACFP020D-(   2.58)-ACFP0024-(   2.93)-ACFP2279-(   3.25)-ACFP2278-(   3.65)-ACFP2277-(   4.12)-ACFP2276-(   4.69)-ACFP2274-(   5.48)-ACFP2268-(    5.6)-ACFP2002-(   7.14)-ACFP2261-(   7.24)-ACFP2260-(   8.32)-ACFP0017-(   9.16)-ACFP2217-(   9.48)-ACFP2218-(   9.76)-ACFP2219-(   9.79)-ACFP2220-(  11.13)-ACFP022A-(  11.74)-ANFP2158-(  12.24)-ANFP2159-(   13.1)-ACFP2401-(  14.94)-ANFP2142-(  16.33)-ANFP2143-(  16.72)-ANFP2137-(  17.04)-ANFP2136-(  19.28)-ANFP2114-(  20.78)-ANFP2069-(   22.1)-ANFP2068-(  24.18)-ANFP2021-(  27.28)-T       ,,,,,,,,,,
