순번,Circuit,WD 종류,WD Page,Cable Type,From Deck,From Room,From Equipment,To Deck,To Room,To Equipment,Main-SubSystem,길이,가닥수,총길이,From Node,From Length,To Node,To Length,POR Area,SET Area,SET Deck,SET Block,SET Node,S-From Length,S-ToLength,잉여POR,잉여전용량,Cut_div,GroupCircuit,CASING사급,Drum Ser,Drum Seq,Deck PATH,Block PATH,Node PATH,RMK1,RMK2,CUT_NOD,POR_DIV,단위중량,Upper_blk,Stage,DP,From장비Tag,To장비Tag,CheckNode,길이Node,checked,memo,memodate,update_at,setb,setnode_f,setnode_t,list_node,list_BlockPATH,reverse
409,A-FP1-2,CONT,115,HLMS44,E3,,G-JB-PURI(A),E2,,E/R ICMS FC12,/,21,1,21,E3AP2219,1.3,E3AP018E,2.7,E,E42P0,E42P0,E42P0,E3AP018E,17.5,2.7,,0,C,,,ECEF,AA,E3(20.24),E42P0(20.24),E3AP2219 E3AP2220 E3AP2221 E3AP2222 E3AP2223 E3AP2210 E3AP2236 E3AP2237 E3AP2238 E3AP2239 E3AP2240 E3AP2241 E3AP2003 E3AP2002 E3AP2247 E3AP2246 E3AP018E  ,,,C91,수정,1.140,E42P0,J,E42P0J540003,E412GGGJBPURIA,E420DDFC12,,       F-(    1.3)-E3AP2219-(   1.84)-E3AP2220-(   2.22)-E3AP2221-(   2.48)-E3AP2222-(   5.46)-E3AP2223-(   6.23)-E3AP2210-(   6.81)-E3AP2236-(   7.47)-E3AP2237-(   8.07)-E3AP2238-(   8.27)-E3AP2239-(   9.13)-E3AP2240-(   9.43)-E3AP2241-(  11.98)-E3AP2003-(  12.37)-E3AP2002-(  13.79)-E3AP2247-(  15.32)-E3AP2246-(  17.54)-E3AP018E-(  20.24)-T       ,,,,,,,,,,
410,A-FP2-1,CONT,115,HLMS12,E3,,NO.2 L.F.O PURIFIER SYS. GROUP CONTROL PANEL,E3,,G-JB-PURI(A),/,23,1,23,E3FP0012,6.5,E3AP2219,1.3,E,E32P0,E32P0,E32P0,E3AP2218,21,2,,0,C,,,ECEF,AS,E3(6.9) EF(13.48) E3(2.62),E31P0(16.63) E32P0(3.75) E42P0(2.62),E3FP0012 EFFP023B EFFP0232 EFFP0233 EFFP0234 EFFP0235 EFFP0236 EFJBJ017 EFAP0335 EFAP0334 EFAP019D E3AP2218 E3AP2219  ,,,X17,수정,0.420,E31P0,J,E42P0J540003,M516AA2LFO,E412GGGJBPURIA,,       F-(    6.5)-E3FP0012-(    6.9)-EFFP023B-(  10.13)-EFFP0232-(  10.33)-EFFP0233-(  11.58)-EFFP0234-(  12.18)-EFFP0235-(  13.78)-EFFP0236-(  16.63)-EFJBJ017-(  17.27)-EFAP0335-(  19.68)-EFAP0334-(  20.38)-EFAP019D-(  20.98)-E3AP2218-(   21.7)-E3AP2219-(     23)-T       ,,,,,,,,,,
411,A-GD1-1,CONT,164,HD2,AA,,CARGO CONTROL CONSOLE,AA,,GAS SAMPLING & DETECTION MAIN PANEL,/,16,1,16,AUFP222A,5.1,AUFP025D,3.7,A,H11P0,H11P0,H11P0,AUFP222A,5.1,10.6,,0,C,,,ECA0,AS,AU(15.65),H11P0(15.65),AUFP222A AUFP2195 AUFP2194 AUFP2193 AUFP2192 AUFP2191 AUFP2190 AUFP2188 AUFP2187 AUFP2186 AUFP2184 AUFP025D  ,,,X1,수정,0.240,,J,H11P0J540003,B005CCCCC,B048AAGASPNL,,       F-(    5.1)-AUFP222A-(    6.1)-AUFP2195-(   6.76)-AUFP2194-(   7.97)-AUFP2193-(   8.61)-AUFP2192-(   8.79)-AUFP2191-(   9.33)-AUFP2190-(   9.83)-AUFP2188-(  10.47)-AUFP2187-(  11.39)-AUFP2186-(  11.57)-AUFP2184-(  11.95)-AUFP025D-(  15.65)-T       ,,,,,,,,,,
412,A-GD1-2,CONT,164,HLM7,AA,,CARGO CONTROL CONSOLE,AA,,GAS SAMPLING & DETECTION MAIN PANEL,/,16,1,16,AUFP224A,3.7,AUFP025D,3.7,A,H11P0,H11P0,H11P0,AUFP224A,3.7,12.2,,0,C,,,ECA0,AA,AU(15.92),H11P0(15.92),AUFP224A AUFP2253 AUFP2229 AUFP2228 AUFP2227 AUFP2226 AUFP2225 AUFP2204 AUFP2203 AUFP2192 AUFP2191 AUFP2190 AUFP2188 AUFP2187 AUFP2186 AUFP2184 AUFP025D  ,,,C105,수정,0.250,,J,H11P0J540003,B005CCCCC,B048AAGASPNL,,       F-(    3.7)-AUFP224A-(   4.59)-AUFP2253-(   5.07)-AUFP2229-(   5.45)-AUFP2228-(   6.03)-AUFP2227-(   6.59)-AUFP2226-(   7.11)-AUFP2225-(   7.66)-AUFP2204-(   8.26)-AUFP2203-(   8.88)-AUFP2192-(   9.06)-AUFP2191-(    9.6)-AUFP2190-(   10.1)-AUFP2188-(  10.74)-AUFP2187-(  11.66)-AUFP2186-(  11.84)-AUFP2184-(  12.22)-AUFP025D-(  15.92)-T       ,,,,,,,,,,
413,A-GD1-2A,CONT,164,HLM4,WH,,BCC,AA,,CARGO CONTROL CONSOLE,/,31,1,31,ACFS025K,2.5,AUFP224A,3.7,A,H23P0,H23P0,H23P0,ACFP2169,13.1,17.9,,0,C,,,ECA0,AV,AC(15.85) AB(2.95) AA(2.91) AU(9.28),H23P0(15.85) H22P0(2.95) H21P0(2.91) H11P0(9.28),ACFS025K ACFS2020 ACFS2021 ACFS2022 ACFS2023 ACFS2024 ACFS2025 ACFS2026 ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2179 ACFP0010 ACFP2183 ACFP2182 ACFP2181 ACFP2169 ABFP025S AAAP025D AUFP225A AUFP2205 AUFP2206 AUFP2207 AUFP2208 AUFP2230 AUFP2229 AUFP2253 AUFP224A  ,,,X7,수정,0.180,,J,H23P0J540003,E409AABCC,B005CCCCC,,       F-(    2.5)-ACFS025K-(   3.57)-ACFS2020-(   3.87)-ACFS2021-(   4.75)-ACFS2022-(   5.54)-ACFS2023-(   6.18)-ACFS2024-(   6.32)-ACFS2025-(    6.8)-ACFS2026-(   6.91)-ACFS2027-(   8.07)-ACFP2176-(   8.55)-ACFP2177-(   8.91)-ACFP2178-(   9.61)-ACFP2179-(  10.46)-ACFP0010-(  11.66)-ACFP2183-(  11.75)-ACFP2182-(  12.28)-ACFP2181-(  13.14)-ACFP2169-(  15.85)-ABFP025S-(   18.8)-AAAP025D-(  21.71)-AUFP225A-(  22.35)-AUFP2205-(  23.35)-AUFP2206-(  24.15)-AUFP2207-(  24.57)-AUFP2208-(  25.72)-AUFP2230-(  25.92)-AUFP2229-(   26.4)-AUFP2253-(  27.29)-AUFP224A-(  30.99)-T       ,,,,,,,,,,
414,A-GD1-4,CONT,164,HLTTS2,AA,,GAS SAMPLING & DETECTION MAIN PANEL,AA,,CARGO ICMS FC31 (SAFE I/O CABINET),/,16,1,16,AUFP025D,3.7,AUFP223B,3.6,A,H11S0,H11S0,H11S0,AUFS2039,7.8,7.2,,0,C,,,ECA0,AH,AU(15.01),H11P0(5.42) H11S0(2.38) H11P0(7.21),AUFP025D AUFP2184 AUFP2180 AUFS2018 AUFS2019 AUFS2020 AUFS2039 AUFP2240 AUFP2241 AUFP2251 AUFP2252 AUFP223B  ,,,X2,수정,0.210,,J,H11S0J540003,B048AAGASPNL,B07141FC31,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   4.42)-AUFP2180-(   5.42)-AUFS2018-(   5.94)-AUFS2019-(   7.06)-AUFS2020-(    7.8)-AUFS2039-(   9.06)-AUFP2240-(   9.36)-AUFP2241-(  10.11)-AUFP2251-(  10.85)-AUFP2252-(  11.41)-AUFP223B-(  15.01)-T       ,,,,,,,,,,
415,A-GD1-4A,CONT,164,HLTTS2,AA,,GAS SAMPLING & DETECTION MAIN PANEL,AA,,CARGO ICMS FC31 (SAFE I/O CABINET),/,16,1,16,AUFP025D,3.7,AUFP223B,3.6,A,H11S0,H11S0,H11S0,AUFS2039,7.8,7.2,,0,C,,,ECA0,AH,AU(15.01),H11P0(5.42) H11S0(2.38) H11P0(7.21),AUFP025D AUFP2184 AUFP2180 AUFS2018 AUFS2019 AUFS2020 AUFS2039 AUFP2240 AUFP2241 AUFP2251 AUFP2252 AUFP223B  ,,,X2,수정,0.210,,J,H11S0J540003,B048AAGASPNL,B07141FC31,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   4.42)-AUFP2180-(   5.42)-AUFS2018-(   5.94)-AUFS2019-(   7.06)-AUFS2020-(    7.8)-AUFS2039-(   9.06)-AUFP2240-(   9.36)-AUFP2241-(  10.11)-AUFP2251-(  10.85)-AUFP2252-(  11.41)-AUFP223B-(  15.01)-T       ,,,,,,,,,,
416,A-GD1-4B,CONT,164,HLMS12,AA,,GAS SAMPLING & DETECTION MAIN PANEL,AA,,CARGO ICMS FC31 (SAFE I/O CABINET),/,16,1,16,AUFP025D,3.7,AUFP223B,3.6,A,H11S0,H11S0,H11S0,AUFS2039,7.8,7.2,,0,C,,,ECA0,AW,AU(15.01),H11P0(5.42) H11S0(2.38) H11P0(7.21),AUFP025D AUFP2184 AUFP2180 AUFS2018 AUFS2019 AUFS2020 AUFS2039 AUFP2240 AUFP2241 AUFP2251 AUFP2252 AUFP223B  ,,,X2,수정,0.420,,J,H11S0J540003,B048AAGASPNL,B07141FC31,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   4.42)-AUFP2180-(   5.42)-AUFS2018-(   5.94)-AUFS2019-(   7.06)-AUFS2020-(    7.8)-AUFS2039-(   9.06)-AUFP2240-(   9.36)-AUFP2241-(  10.11)-AUFP2251-(  10.85)-AUFP2252-(  11.41)-AUFP223B-(  15.01)-T       ,,,,,,,,,,
417,A-GD1-7,CONT,164,HLMS16,AA,,GAS SAMPLING & DETECTION MAIN PANEL,E2,,LIGHT SIGNAL COLUMN RELAY BOARD,/,49,1,49,AUFP025D,3.7,E3AP016G,2.6,E,E41P0,E41P0,E41P0,E3JBJ014,39.2,9.5,,0,C,,,ECEF,AD,AU(8.17) E2(10.19) E3(30.37),H11P0(8.17) E51P0(10.19) E41S0(3.13) E41P0(17.72) E42P0(9.52),AUFP025D AUFP2184 E2FP225B E2FP225B E2FP2105 E2FP2104 E2FP2002 E2FP2100 E2FP2090 E2FP2089 E2FP2088 E2FP2001 E2FP2087 E3FS025A E3FS2013 E3FS2023 E3FS2024 E3FP2079 E3FP2080 E3FP2081 E3FP2082 E3FP2089 E3FP2090 E3FP2100 E3FP2101 E3FP2102 E3FP2103 E3FP2104 E3FP2131 E3FP2132 E3JBJ014 E3AP2248 E3AP2002 E3AP2003 E3AP2004 E3AP016G  ,,,C164,수정,0.515,E41P0,J,E41P0J540003,B048AAGASPNL,E419AAECC,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   8.17)-E2FP225B-(   9.83)-E2FP2105-(  10.75)-E2FP2104-(  10.81)-E2FP2002-(  11.15)-E2FP2100-(  15.58)-E2FP2090-(  16.28)-E2FP2089-(     17)-E2FP2088-(  17.62)-E2FP2001-(  17.92)-E2FP2087-(  18.36)-E3FS025A-(  19.23)-E3FS2013-(  21.31)-E3FS2023-(  21.49)-E3FS2024-(  22.45)-E3FP2079-(  23.62)-E3FP2080-(  24.72)-E3FP2081-(  27.42)-E3FP2082-(   30.3)-E3FP2089-(  30.82)-E3FP2090-(  31.82)-E3FP2100-(   32.5)-E3FP2101-(  32.56)-E3FP2102-(  33.32)-E3FP2103-(  34.18)-E3FP2104-(  36.96)-E3FP2131-(  37.04)-E3FP2132-(  39.21)-E3JBJ014-(  40.64)-E3AP2248-(   42.9)-E3AP2002-(  43.29)-E3AP2003-(  44.01)-E3AP2004-(  46.13)-E3AP016G-(  48.73)-T       ,,,,,,,,,,
418,A-GD2-1,CONT,164,HLTRS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,AB,,HC GAS DETECTOR,/,36,1,36,AUFP025D,3.7,AAAS020D,2.5,A,H21S0,H21S0,H21S0,AAAS020D,33,2.5,,0,C,,,ECA0,AX,AU(13.11) AA(22.4),H11P0(5.42) H11S0(6.21) H11P0(.6) H11S0(1.32) H21S0(21.96),AUFP025D AUFP2184 AUFP2180 AUFS2018 AUFS2019 AUFS2020 AUFS2039 AUFS2040 AUFS2041 AUFS2054 CDFS2078 CDFS2079 CDFS2085 CDFS222A CDAS2117 CDAS2096 CDAS2115 CDAS2114 CDAS2095 AAAS2075 AAAS2074 AAAS2073 AAAS2072 AAAS2071 AAAS2070 AAAS2069 AAAS2068 AAAS2067 AAAS2066 AAAS2065 AAAS2064 AAAS2063 AAAS2062 AAAS2061 AAAS2076 AAAS2082 AAAS2092 AAAS2093 AAAS2094 AAAS2090 AAAS2122 AAAS2123 AAAS2124 AAAS2095 AAAS2138 AAAS020D  ,,,C7,수정,0.140,,J,H21S0J540003,B048AAGASPNL,B048BBGD2101,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   4.42)-AUFP2180-(   5.42)-AUFS2018-(   5.94)-AUFS2019-(   7.06)-AUFS2020-(    7.8)-AUFS2039-(   8.24)-AUFS2040-(   8.26)-AUFS2041-(  10.02)-AUFS2054-(  11.31)-CDFS2078-(  11.63)-CDFS2079-(  12.23)-CDFS2085-(  13.11)-CDFS222A-(  13.55)-CDAS2117-(  15.59)-CDAS2096-(  16.29)-CDAS2115-(  16.55)-CDAS2114-(  16.85)-CDAS2095-(  17.72)-AAAS2075-(  18.32)-AAAS2074-(  18.52)-AAAS2073-(  19.83)-AAAS2072-(  20.51)-AAAS2071-(  21.21)-AAAS2070-(  21.49)-AAAS2069-(  22.17)-AAAS2068-(  24.08)-AAAS2067-(  24.28)-AAAS2066-(  24.66)-AAAS2065-(  25.34)-AAAS2064-(  25.68)-AAAS2063-(  27.64)-AAAS2062-(  27.79)-AAAS2061-(   28.5)-AAAS2076-(  28.82)-AAAS2082-(  28.99)-AAAS2092-(  29.47)-AAAS2093-(  29.87)-AAAS2094-(  30.33)-AAAS2090-(  31.73)-AAAS2122-(  32.03)-AAAS2123-(  32.35)-AAAS2124-(  32.46)-AAAS2095-(  32.61)-AAAS2138-(  33.01)-AAAS020D-(  35.51)-T       ,,,,,,,,,,
419,A-GD2-10,CONT,164,HLTRYS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,CM,,GAS DETECTOR,/,84,1,84,AUFP025D,3.7,CMFS2066,1.5,U,CM_AU_C,CM_AU,CM_AU_C,OUFP2601,23.2,60.8,,0,C,,,ECUA,AN,AU(15.58) OU(29.8) CM(38.58),H11P0(15.58) D11P0(29.8) G23A0(38.58),AUFP025D AUFP2184 AUFP2186 AUFP2187 AUFP2188 AUFP2190 AUFP2191 AUFP2192 AUFP2193 AUFP2194 AUFP2195 AUFP2196 AUFP2197 AUFP2198 AUFP2199 AUFP2200 AUFP2243 AUFP2242 AUFP2174 AUFP2173 AUFP2078 AUFP2078 OUFP2601 CMFP2301 CMFP2105 CMFP2104 CMFP063A CMFP2102 CMFP2103 CMFP2100 CMFP2101 CMFP2099 CMFP2098 CMFP2097 CMFS2050 CMFS2057 CMFS2068 CMFS2066  ,,,X1,수정,0.165,,P,D11P0P54B103,B048AAGASPNL,B048CCGD2109,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   4.26)-AUFP2186-(   5.18)-AUFP2187-(   5.82)-AUFP2188-(   6.32)-AUFP2190-(   6.86)-AUFP2191-(   7.04)-AUFP2192-(   7.68)-AUFP2193-(   8.89)-AUFP2194-(   9.55)-AUFP2195-(   9.71)-AUFP2196-(  10.07)-AUFP2197-(  10.45)-AUFP2198-(  11.27)-AUFP2199-(  12.66)-AUFP2200-(  13.48)-AUFP2243-(  13.84)-AUFP2242-(  14.71)-AUFP2174-(  15.01)-AUFP2173-(  15.58)-AUFP2078-(  23.18)-OUFP2601-(  45.38)-CMFP2301-(  45.78)-CMFP2105-(  47.89)-CMFP2104-(  48.67)-CMFP063A-(  52.63)-CMFP2102-(  53.92)-CMFP2103-(  54.89)-CMFP2100-(  55.09)-CMFP2101-(     60)-CMFP2099-(  63.29)-CMFP2098-(   65.1)-CMFP2097-(  70.27)-CMFS2050-(  79.58)-CMFS2057-(  80.78)-CMFS2068-(  82.46)-CMFS2066-(  83.96)-T       ,,,,,,,,,,
420,A-GD2-11,CONT,164,HLTRYS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,CM,,GAS DETECTOR,/,64,1,64,AUFP025D,3.7,CMFP2131,1.5,U,CM_AU_C,CM_AU,CM_AU_C,OUFP2601,23.2,40.3,,0,C,,,ECUA,AN,AU(15.58) OU(29.8) CM(18.1),H11P0(15.58) D11P0(29.8) G23A0(18.1),AUFP025D AUFP2184 AUFP2186 AUFP2187 AUFP2188 AUFP2190 AUFP2191 AUFP2192 AUFP2193 AUFP2194 AUFP2195 AUFP2196 AUFP2197 AUFP2198 AUFP2199 AUFP2200 AUFP2243 AUFP2242 AUFP2174 AUFP2173 AUFP2078 AUFP2078 OUFP2601 CMFP2301 CMFP2105 CMFP2104 CMFP063A CMFP2102 CMFP2103 CMFP2100 CMFP2128 CMFP2131  ,,,X1,수정,0.165,,P,D11P0P54B103,B048AAGASPNL,B048CCGD2110,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   4.26)-AUFP2186-(   5.18)-AUFP2187-(   5.82)-AUFP2188-(   6.32)-AUFP2190-(   6.86)-AUFP2191-(   7.04)-AUFP2192-(   7.68)-AUFP2193-(   8.89)-AUFP2194-(   9.55)-AUFP2195-(   9.71)-AUFP2196-(  10.07)-AUFP2197-(  10.45)-AUFP2198-(  11.27)-AUFP2199-(  12.66)-AUFP2200-(  13.48)-AUFP2243-(  13.84)-AUFP2242-(  14.71)-AUFP2174-(  15.01)-AUFP2173-(  15.58)-AUFP2078-(  23.18)-OUFP2601-(  45.38)-CMFP2301-(  45.78)-CMFP2105-(  47.89)-CMFP2104-(  48.67)-CMFP063A-(  52.63)-CMFP2102-(  53.92)-CMFP2103-(  54.89)-CMFP2100-(  61.24)-CMFP2128-(  61.98)-CMFP2131-(  63.48)-T       ,,,,,,,,,,
421,A-GD2-12,CONT,164,HLTRYS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,OU,,GAS DETECTOR,/,146,1,146,AUFP025D,3.7,OUFP2825,5.7,U,2D_AU_C,2D_AU,2D_AU_C,OUFP2601,23.2,122,,0,C,,,ECUA,AN,AU(15.58) OU(29.8) CM(14.76) OU(85.04),H11P0(15.58) D11P0(29.8) G23A0(14.76) D11P0(85.04),AUFP025D AUFP2184 AUFP2186 AUFP2187 AUFP2188 AUFP2190 AUFP2191 AUFP2192 AUFP2193 AUFP2194 AUFP2195 AUFP2196 AUFP2197 AUFP2198 AUFP2199 AUFP2200 AUFP2243 AUFP2242 AUFP2174 AUFP2173 AUFP2078 AUFP2078 OUFP2601 CMFP2301 CMFP2105 CMFP2104 CMFP2302 OUFP2602 OUFP2603 OUFP2604 OUFP2704 OUFP2822 OUFP2825  ,,,X1,수정,0.165,,P,D11P0P54B103,B048AAGASPNL,B048CCGD2110,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   4.26)-AUFP2186-(   5.18)-AUFP2187-(   5.82)-AUFP2188-(   6.32)-AUFP2190-(   6.86)-AUFP2191-(   7.04)-AUFP2192-(   7.68)-AUFP2193-(   8.89)-AUFP2194-(   9.55)-AUFP2195-(   9.71)-AUFP2196-(  10.07)-AUFP2197-(  10.45)-AUFP2198-(  11.27)-AUFP2199-(  12.66)-AUFP2200-(  13.48)-AUFP2243-(  13.84)-AUFP2242-(  14.71)-AUFP2174-(  15.01)-AUFP2173-(  15.58)-AUFP2078-(  23.18)-OUFP2601-(  45.38)-CMFP2301-(  45.78)-CMFP2105-(  47.89)-CMFP2104-(  60.14)-CMFP2302-(  66.72)-OUFP2602-(  79.65)-OUFP2603-( 109.82)-OUFP2604-( 110.52)-OUFP2704-( 136.11)-OUFP2822-( 139.48)-OUFP2825-( 145.18)-T       ,,,,,,,,,,
422,A-GD2-2,CONT,164,HLTRS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,AC,,HC GAS DETECTOR,/,46,1,46,AUFP025D,3.7,ACFS2137,2.6,A,H23S0,H23S0,H23S0,ACFS2137,43.3,2.6,,0,,,,,,AU(13.11) AA(3.01) AB(2.31) AC(27.43),H11P0(5.42) H11S0(6.21) H11P0(.6) H11S0(1.32) H21S0(2.57) H22S0(3.49) H23P0(3.23) H23S0(23.02),AUFP025D AUFP2184 AUFP2180 AUFS2018 AUFS2019 AUFS2020 AUFS2039 AUFS2040 AUFS2041 AUFS2054 CDFS2078 CDFS2079 CDFS2085 CDFS222A CDAS2117 CDAS2096 CDAS022B CDFS0077 CDFS0059 CDFS022J CDFS0001 CDFS0002 CDFS2097 CDFS2096 CDFS2095 ACFS2082 ACFS2081 ACFS2080 ACFS2079 ACFS2077 ACFS2076 ACFS2075 ACFS2074 ACFS2073 ACFS2072 ACFS2092 ACFS2093 ACFS2094 ACFS2124 ACFS2129 ACFS2128 ACFS2140 ACFS2145 ACFS2144 ACFS2143 ACFS2142 ACFS2138 ACFS2137  ,,,C22,수정,0.140,,,,B048AAGASPNL,B048BBGD2102,,,,,,,,,,,,
423,A-GD2-3,CONT,164,HLTRS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,AU,,HC GAS DETECTOR,/,27,1,27,AUFP025D,3.7,AUFS2067,3.1,A,H11S0,H11S0,H11S0,AUFS2039,7.8,18.3,,0,C,,,ECA0,AX,AU(26.14),H11P0(5.42) H11S0(20.72),AUFP025D AUFP2184 AUFP2180 AUFS2018 AUFS2019 AUFS2020 AUFS2039 AUFS2040 AUFS2041 AUFS2054 AUFS2053 AUFS2052 AUFS2051 AUFS2064 AUFS2063 AUFS2062 AUFS2061 AUFS2060 AUFS2059 AUFS2058 AUFS2057 AUFS2065 AUFS2066 AUFS2067  ,,,X2,수정,0.140,,J,H11S0J540003,B048AAGASPNL,B048BBGD2103,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   4.42)-AUFP2180-(   5.42)-AUFS2018-(   5.94)-AUFS2019-(   7.06)-AUFS2020-(    7.8)-AUFS2039-(   8.24)-AUFS2040-(   8.26)-AUFS2041-(  10.02)-AUFS2054-(  13.37)-AUFS2053-(  13.57)-AUFS2052-(  14.03)-AUFS2051-(  15.44)-AUFS2064-(  15.88)-AUFS2063-(  16.91)-AUFS2062-(  18.19)-AUFS2061-(   19.4)-AUFS2060-(     20)-AUFS2059-(  20.24)-AUFS2058-(  21.74)-AUFS2057-(  22.32)-AUFS2065-(  22.62)-AUFS2066-(  23.04)-AUFS2067-(  26.14)-T       ,,,,,,,,,,
424,A-GD2-4,CONT,164,HLTRS1,AA,,GAS SAMPLING & DETECTION MAIN PANEL,AU,,HC GAS DETECTOR,/,25,1,25,AUFP025D,3.7,AUFP2280,2.4,A,H11P0,H11P0,H11P0,AUFP025D,3.7,21.3,,0,C,,,ECA0,AX,AU(24.99),H11P0(24.99),AUFP025D AUFP2184 AUFP2186 AUFP2187 AUFP2188 AUFP2190 AUFP2191 AUFP2192 AUFP2203 AUFP2204 AUFP2225 AUFP2226 AUFP2227 AUFP2228 AUFP2229 AUFP2253 AUFP2254 AUFP2271 AUFP2272 AUFP2273 AUFP2274 AUFP2275 AUFP2276 AUFP2277 AUFP2281 AUFP2278 AUFP2280  ,,,C99,수정,0.140,,J,H11P0J540003,B048AAGASPNL,B048BBGD2104,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   4.26)-AUFP2186-(   5.18)-AUFP2187-(   5.82)-AUFP2188-(   6.32)-AUFP2190-(   6.86)-AUFP2191-(   7.04)-AUFP2192-(   7.66)-AUFP2203-(   8.26)-AUFP2204-(   8.81)-AUFP2225-(   9.33)-AUFP2226-(   9.89)-AUFP2227-(  10.47)-AUFP2228-(  10.85)-AUFP2229-(  11.33)-AUFP2253-(  12.53)-AUFP2254-(   13.6)-AUFP2271-(  15.33)-AUFP2272-(  15.71)-AUFP2273-(     16)-AUFP2274-(  17.34)-AUFP2275-(  18.78)-AUFP2276-(  19.94)-AUFP2277-(  20.57)-AUFP2281-(  21.72)-AUFP2278-(  22.59)-AUFP2280-(  24.99)-T       ,,,,,,,,,,
425,A-GD2-5,CONT,164,HLTRS10,AA,,GAS SAMPLING & DETECTION MAIN PANEL,EC,,G-JB-EC,/,44,1,44,AUFP025D,3.7,ECAP0218,2,E,E51P0,E51P0,E51P0,E2FP225B,8.2,35.4,,0,C,,,ECEF,BP,AU(8.17) E2(31.72) EC(3.65),H11P0(8.17) E51P0(13.42) E52P0(18.3) M31A0(3.65),AUFP025D AUFP2184 E2FP225B E2FP225B E2FP2105 E2FP2104 E2FP2002 E2FP2101 E2FP2102 E2FP2143 E2FP2004 E2FP2005 E2FP2144 E2FP2006 E2FP2007 E2FP2160 E2FP2161 E2FP2162 E2JBJ011 E2AP1020 E2AP2017 E2AP2283 E2AP2010 E2AP0025 E2AP0026 E2AP2012 E2AP2013 E2AP2014 E2AP2015 E2AP2332 ECAP1001 ECAP0222 ECAP0217 ECAP0218  ,,,C40,수정,0.780,E52P0,J,E51P0J540003,B048AAGASPNL,E412EEGJBEC,,       F-(    3.7)-AUFP025D-(   4.08)-AUFP2184-(   8.17)-E2FP225B-(   9.83)-E2FP2105-(  10.75)-E2FP2104-(  10.81)-E2FP2002-(  13.53)-E2FP2101-(  13.79)-E2FP2102-(  14.17)-E2FP2143-(  14.65)-E2FP2004-(  16.87)-E2FP2005-(  17.27)-E2FP2144-(  17.69)-E2FP2006-(  18.65)-E2FP2007-(   20.1)-E2FP2160-(  21.27)-E2FP2161-(  21.45)-E2FP2162-(  21.59)-E2JBJ011-(  21.81)-E2AP1020-(  24.93)-E2AP2017-(  26.88)-E2AP2283-(   30.1)-E2AP2010-(  30.97)-E2AP0025-(  32.47)-E2AP0026-(  33.39)-E2AP2012-(  34.25)-E2AP2013-(  36.47)-E2AP2014-(  37.04)-E2AP2015-(  38.02)-E2AP2332-(  39.89)-ECAP1001-(   40.4)-ECAP0222-(  40.72)-ECAP0217-(  41.54)-ECAP0218-(  43.54)-T       ,,,,,,,,,,
426,A-GD2-5A,CONT,164,HLTRS1,EC,,G-JB-EC,EC,,HC GAS DETECTOR,/,30,1,30,ECAP0218,2,ECAS0024,1.6,E,M31A0,M31A0,M31A0,ECAP0218,2,27.3,,0,C,,CASING사급,ECEE,AA,EC(29.3),M31A0(29.3),ECAP0218 ECAP0219 ECAP0220 ECAP0221 ECAP0233 ECAP0251 ECAP0250 ECAP0249 ECAP0248 ECAP0247 ECAP0246 ECAS0092 ECAS0091 ECAS0090 ECAS0089 ECAS0088 ECAS0003 ECAS0020 ECAS0010 ECAS0008 ECAS0024  ,,,X1,발행,0.140,,L,M31A0L540003,E412EEGJBEC,B048CCGD2101,,       F-(      2)-ECAP0218-(   2.98)-ECAP0219-(    3.3)-ECAP0220-(    4.8)-ECAP0221-(   8.43)-ECAP0233-(  10.61)-ECAP0251-(  10.73)-ECAP0250-(  11.09)-ECAP0249-(  11.24)-ECAP0248-(  12.36)-ECAP0247-(  13.24)-ECAP0246-(  14.17)-ECAS0092-(  15.28)-ECAS0091-(  15.41)-ECAS0090-(  16.47)-ECAS0089-(  16.83)-ECAS0088-(  22.75)-ECAS0003-(  24.86)-ECAS0020-(  25.64)-ECAS0010-(  25.88)-ECAS0008-(   27.7)-ECAS0024-(   29.3)-T       ,,,,,,,,,,
